id,type,label,source_row,title,subtitle,text_excerpt,confidence,aliases,mentions,iso
TOP002959,Topic,all its theoretical appeal,1098,,,,1.0,['all its theoretical appeal'],1.0,
DAT000818,Date,2015-11-21,1098,,,,,,,2015-11-21
SPE000975,Speech,"Monetary Policy: Past, Present and Future",1099,"Monetary Policy: Past, Present and Future","by Mario Draghi, President of the EUROPEAN CENTRAL BANK,at the Frankfurt European Banking Congress, 20 November 2015","Monetary Policy: Past, Present and Future Speech by Mario Draghi, President of the EUROPEAN CENTRAL BANK,at the Frankfurt European Banking Congress, 20 November 2015 *** The EUROPEAN CENTRAL BANK’s monetary policy measures have clearly worked, in fact they are probably the dominant force spurring the recovery. They have been instrumental in arresting and reversing the deflationary pressures that h",,,,
TOP002960,Topic,Nevertheless that positive picture of the economy has to be seen in a wider context where risks still remain,1099,,,,1.0,['Nevertheless that positive picture of the economy has to be seen in a wider context where risks still remain'],1.0,
TOP002961,Topic,the current trajectory,1099,,,,1.0,['the current trajectory'],1.0,
DAT000819,Date,2015-11-20,1099,,,,,,,2015-11-20
TOP002962,Topic,In the current environment however a special form of uncertainty arises which is linked not so much to the quality of data as to the context in which they appear,1100,,,,1.0,['In the current environment however a special form of uncertainty arises which is linked not so much to the quality of data as to the context in which they appear'],1.0,
TOP002963,Topic,There may be structural breaks in established macroeconomic relationships firms and households may revise their expectations about the economy,1100,,,,1.0,['There may be structural breaks in established macroeconomic relationships firms and households may revise their expectations about the economy'],1.0,
TOP002964,Topic,While we expect headline inflation to gradually return towards 2 price pressures remain subdued,1100,,,,1.0,['While we expect headline inflation to gradually return towards 2 price pressures remain subdued'],1.0,
DAT000820,Date,2015-11-19,1100,,,,,,,2015-11-19
SPE000976,Speech,The SSM after one year,1101,The SSM after one year,"Keynote speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism,<br>at the IIF Colloquium on European Banking Union,<br>Frankfurt, 18 November 2015","The SSM after one year Keynote speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism,at the IIF Colloquium on European Banking Union,Frankfurt, 18 November 2015 Sylvie, David, ladies and gentlemen, Looking at the programme for tomorrow, I see you will have an interesting day full of va",,,,
TOP002965,Topic,I welcome this opportunity to reflect on some of the messages the Single Supervisory Mechanism learnt during its first year of operation,1101,,,,1.0,['I welcome this opportunity to reflect on some of the messages the Single Supervisory Mechanism learnt during its first year of operation'],1.0,
TOP002966,Topic,Banks should therefore not expect United States to publish one anytime soon,1101,,,,1.0,['Banks should therefore not expect United States to publish one anytime soon'],1.0,
TOP002967,Topic,the current 30 global systemically important banks,1101,,,,1.0,['the current 30 global systemically important banks'],1.0,
DAT000821,Date,2015-11-18,1101,,,,,,,2015-11-18
SPE000977,Speech,Keynote speech Euro Finance Week,1102,Keynote speech Euro Finance Week,"Keynote speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, Frankfurt, 18 November 2015","Keynote speech Euro Finance Week Keynote speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, Frankfurt, 18 November 2015 Ladies and gentlemen, It is my pleasure to welcome you to the Euro Finance Week and to today’s three conferences. Depending on which conference you will be attending, you will be focusing on TARGET2-Securities, payments or the digital revolution in",,,,
TOP002968,Topic,Of course one ingredient that is essential for capital to flow quickly and efficiently around Europe is a strong market infrastructure,1102,,,,1.0,['Of course one ingredient that is essential for capital to flow quickly and efficiently around Europe is a strong market infrastructure'],1.0,
TOP002969,Topic,strong infrastructure,1102,,,,1.0,['strong infrastructure'],1.0,
SPE000978,Speech,Qualitative and quantitative banking supervision,1103,Qualitative and quantitative banking supervision,"by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism,<br>at the conference “Banking Supervision, Resolution and Risk Management” during the 18th Euro Finance Week 2015,<br>Frankfurt, 17 November 2015","Qualitative and quantitative banking supervision Speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism,at the conference “Banking Supervision, Resolution and Risk Management” during the 18th Euro Finance Week 2015,Frankfurt, 17 November 2015 Ms Schönauer, ladies and gentlemen, Do you l",,,,
TOP002970,Topic,Anyway both quantitative and qualitative supervision are an obligation under the Capital Requirements Directive IV which requires United States to determine whether an institution has sufficient capital and liquidity to cover its risks,1103,,,,1.0,['Anyway both quantitative and qualitative supervision are an obligation under the Capital Requirements Directive IV which requires United States to determine whether an institution has sufficient capital and liquidity to cover its risks'],1.0,
TOP002971,Topic,Accordingly we are responsible for assessing and judging all elements that impact on institutions viability including but not restricted to those factors which cannot be captured by automated ratings,1103,,,,1.0,['Accordingly we are responsible for assessing and judging all elements that impact on institutions viability including but not restricted to those factors which cannot be captured by automated ratings'],1.0,
TOP002972,Topic,This requires active safety features such as a flawless car with good brakes and so on but also a good driver who knows the traffic rules how to operate the vehicle and where and how fast to go,1103,,,,1.0,['This requires active safety features such as a flawless car with good brakes and so on but also a good driver who knows the traffic rules how to operate the vehicle and where and how fast to go'],1.0,
DAT000822,Date,2015-11-17,1103,,,,,,,2015-11-17
SPE000979,Speech,“A currency beyond the nation state: The euro and its institutional challenges ahead”,1104,“A currency beyond the nation state: The euro and its institutional challenges ahead”,"Dinner speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK,at Société d’Economie Politique,Paris, 16 November 2015","“A currency beyond the nation state: The euro and its institutional challenges ahead” Dinner speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK,at Société d’Economie Politique,Paris, 16 November 2015 Ladies and gentlemen, I am deeply shocked by what happened here over the weekend. Those atrocious attacks have killed and wounded hundreds of people. I would like to exp",,,,
TOP002973,Topic,EUROPEAN UNION citizens have ample reason to say as the incoming President of the ECJ Koen Lenaerts once put it Civis Europaeus sum,1104,,,,1.0,['EUROPEAN UNION citizens have ample reason to say as the incoming President of the ECJ Koen Lenaerts once put it Civis Europaeus sum'],1.0,
TOP002974,Topic,It can also and does exist at the supra national level,1104,,,,1.0,['It can also and does exist at the supra national level'],1.0,
TOP002975,Topic,viable and independent political entities,1104,,,,1.0,['viable and independent political entities'],1.0,
DAT000823,Date,2015-11-16,1104,,,,,,,2015-11-16
SPE000980,Speech,“Monetary policy and the euro area problem”,1105,“Monetary policy and the euro area problem”,"by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the 18th Euro Finance Week, Frankfurt, 16 November 2015","“Monetary policy and the euro area problem” Speech by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the 18th Euro Finance Week, Frankfurt, 16 November 2015 *** The speech points that the euro area problem is part of a predicament shared by other advanced economies: decades of declining economic and productivity growth rates, prolonged periods of low inflation and an untamed fin",,,,
TOP002976,Topic,Fourth should a generalised deflation pressure prevail nominal rigidities in the economy and particularly in labour markets could inhibit the needed relative price adjustments,1105,,,,1.0,['Fourth should a generalised deflation pressure prevail nominal rigidities in the economy and particularly in labour markets could inhibit the needed relative price adjustments'],2.0,
TOP002977,Topic,This constitutes a very challenging situation that cannot be solved by one policy area alone be it monetary policy or any other,1105,,,,1.0,['This constitutes a very challenging situation that cannot be solved by one policy area alone be it monetary policy or any other'],1.0,
TOP002978,Topic,This would imply second round effects on price and wage setting protracting the subdued price developments into the future,1105,,,,1.0,['This would imply second round effects on price and wage setting protracting the subdued price developments into the future'],1.0,
SPE000981,Speech,Three challenges for the banking sector,1106,Three challenges for the banking sector,"by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the European Financial Forum dinner, 2015 Cumberland Lodge Financial Services Summit,Cumberland Lodge, 12 November 2015","Three challenges for the banking sector Speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the European Financial Forum dinner, 2015 Cumberland Lodge Financial Services Summit,Cumberland Lodge, 12 November 2015 Thank you very much for inviting me to speak to you this evening. I have been asked to give a “central bankers’ view” on the various issues being discusse",,,,
TOP002979,Topic,The initial effect of this disruption in the payments may well be to reduce the role of cash payments which will not fundamentally affect banks,1106,,,,1.0,['The initial effect of this disruption in the payments may well be to reduce the role of cash payments which will not fundamentally affect banks'],1.0,
TOP002980,Topic,At present euro area banks continue to struggle with low profitability driven by both cyclical and structural factors,1106,,,,1.0,['At present euro area banks continue to struggle with low profitability driven by both cyclical and structural factors'],1.0,
TOP002981,Topic,further balance sheet adjustment,1106,,,,1.0,"['a relatively smooth balance sheet adjustment', 'further balance sheet adjustment']",2.0,
DAT000824,Date,2015-11-12,1106,,,,,,,2015-11-12
TOP002982,Topic,Since 2010 three countries have now successfully completed their programmes and Ireland is a particularly good example of how such programmes can deliver the necessary adjustment and restore financial stability economic competitiveness and fiscal sustainability,1107,,,,1.0,['Since 2010 three countries have now successfully completed their programmes and Ireland is a particularly good example of how such programmes can deliver the necessary adjustment and restore financial stability economic competitiveness and fiscal sustainability'],1.0,
TOP002983,Topic,But let me be very clear whatever the date we have had and still have a clear rule we do not discuss market sensitive information in non public meetings,1107,,,,1.0,['But let me be very clear whatever the date we have had and still have a clear rule we do not discuss market sensitive information in non public meetings'],1.0,
TOP002984,Topic,And transparency is a precondition for your holding United States to account,1107,,,,1.0,['And transparency is a precondition for your holding United States to account'],1.0,
SPE000982,Speech,Elemente des Entwurfs des Aktionsplans zur Schaffung einer Kapitalmarktunion,1108,Elemente des Entwurfs des Aktionsplans zur Schaffung einer Kapitalmarktunion,"Stichpunkte des Redebeitrags von Yves Mersch, Mitglied des Direktoriums der EZB, anlässlich einer Mittagsveranstaltung bei der Commerzbank, Berlin am 11. November 2015","Elemente des Entwurfs des Aktionsplans zur Schaffung einer Kapitalmarktunion Stichpunkte des Redebeitrags von Yves Mersch, Mitglied des Direktoriums der EZB, anlässlich einer Mittagsveranstaltung bei der Commerzbank, Berlin am 11. November 2015 Legislativvorschläge zur Schaffung eines Rahmens für einfache, transparente und standardisierte Verbriefungen und zur Festlegung neuer aufsichtsrechtlicher",,,,
TOP002985,Topic,Einfachheit und Transparenz sowie zur Finanzierung der Realwirtschaft jetzt auch wieder synthetische Verbriefungen auf den Tisch kommen,1108,,,,1.0,['Einfachheit und Transparenz sowie zur Finanzierung der Realwirtschaft jetzt auch wieder synthetische Verbriefungen auf den Tisch kommen'],1.0,
TOP002986,Topic,Planungssicherheit herzustellen und berfl ssige Detailregelungen auszumerzen wurde in der Vergangenheit zu wenig Gewicht beigemessen,1108,,,,1.0,['Planungssicherheit herzustellen und berfl ssige Detailregelungen auszumerzen wurde in der Vergangenheit zu wenig Gewicht beigemessen'],1.0,
TOP002987,Topic,Bewertung der kumulativen Auswirkungen der Gesetzgebung,1108,,,,1.0,['Bewertung der kumulativen Auswirkungen der Gesetzgebung'],1.0,
DAT000825,Date,2015-11-11,1108,,,,,,,2015-11-11
SPE000983,Speech,Cross-border markets and common governance,1109,Cross-border markets and common governance,"Luncheon speech by Mario Draghi, President of the EUROPEAN CENTRAL BANK, Bank of England Open Forum, London, 11 November 2015","Cross-border markets and common governance Luncheon speech by Mario Draghi, President of the EUROPEAN CENTRAL BANK, Bank of England Open Forum, London, 11 November 2015 *** Cross-border markets and common governance Markets have never been more integrated than they are today. In the case of Europe, we benefit from open markets because we need to be able to invest abroad part of the savings that wi",,,,
TOP002988,Topic,If rules and standards are not effectively applied it can produce information asymmetries and other destabilising forces which in turn lead to sudden reversals of confidence in the market,1109,,,,1.0,['If rules and standards are not effectively applied it can produce information asymmetries and other destabilising forces which in turn lead to sudden reversals of confidence in the market'],1.0,
TOP002989,Topic,National policymakers cannot fully protect their citizens from financial instability without pooling more sovereignty over decision making,1109,,,,1.0,['National policymakers cannot fully protect their citizens from financial instability without pooling more sovereignty over decision making'],1.0,
TOP002990,Topic,For them it is even more important to complete economic and monetary union in all its aspects,1109,,,,1.0,['For them it is even more important to complete economic and monetary union in all its aspects'],1.0,
SPE000984,Speech,Monetary policy as information processing (slides from the presentation),1110,Monetary policy as information processing (slides from the presentation),"by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, <br>3rd Frankfurt Conference on financial market policy – Digitizing finance, organised by SAFE Policy Center, <br>Frankfurt am Main, 6 November 2015","Monetary policy as information processing (slides from the presentation) Speech by Peter Praet, Member of the Executive Board of the EUROPEAN CENTRAL BANK, 3rd Frankfurt Conference on financial market policy – Digitizing finance, organised by SAFE Policy Center, Frankfurt am Main, 6 November 2015 (Slides available for download) SEE ALSO Find out more about related content Slides from the presentat",,,,
TOP002991,Topic,financial market policy,1110,,,,1.0,['financial market policy'],1.0,
TOP002992,Topic,Digitizing finance,1110,,,,1.0,['Digitizing finance'],1.0,
DAT000826,Date,2015-11-06,1110,,,,,,,2015-11-06
SPE000985,Speech,View of a Central Banker on the Future of Banking,1111,View of a Central Banker on the Future of Banking,"by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK,at Slovenian Banking Day,Brdo, 6 November 2015","View of a Central Banker on the Future of Banking Speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK,at Slovenian Banking Day,Brdo, 6 November 2015 Dear Dr Arhar, Ladies and gentlemen, [1] It is a pleasure to be here today at the Slovenian Banking Day. I will discuss the challenges facing the European banking sector and the right policy responses. The main point I wo",,,,
TOP002993,Topic,Taken together this represents a uniquely challenging environment for European banks and this is visible in their generally weak financial performance price to book ratios though rising still remain below 1 and for many banks profitability remains meagre,1111,,,,1.0,['Taken together this represents a uniquely challenging environment for European banks and this is visible in their generally weak financial performance price to book ratios though rising still remain below 1 and for many banks profitability remains meagre'],1.0,
TOP002994,Topic,And though still relatively small in quantitative terms we are also seeing a greater role of shadow banks in direct lending asset managers pension funds private debt funds that heralds a shift towards a less bank dominated financing mix,1111,,,,1.0,['And though still relatively small in quantitative terms we are also seeing a greater role of shadow banks in direct lending asset managers pension funds private debt funds that heralds a shift towards a less bank dominated financing mix'],2.0,
TOP002995,Topic,evolving customer preferences,1111,,,,1.0,['evolving customer preferences'],1.0,
SPE000986,Speech,to mark the opening of the academic year at the Università Cattolica del Sacro Cuore,1112,to mark the opening of the academic year at the Università Cattolica del Sacro Cuore,"by Mario Draghi, President of the EUROPEAN CENTRAL BANK, Università Cattolica del Sacro Cuore,<br>Milan, 5 November 2015","to mark the opening of the academic year at the Università Cattolica del Sacro Cuore Speech by Mario Draghi, President of the EUROPEAN CENTRAL BANK, Università Cattolica del Sacro Cuore,Milan, 5 November 2015 The adult lives of the students gathered here today have been marked by crisis: a global financial crisis of a magnitude that many, more fortunate, generations have never had to experience; a",,,,
TOP002996,Topic,The adult lives of the students gathered here today have been marked by crisis a global financial crisis of a magnitude that many more fortunate generations have never had to experience a European economic crisis that has lasted too long and from which we are only gradually emerging and a series of critical situations that has significantly tested the solidity of European Monetary Union,1112,,,,1.0,['The adult lives of the students gathered here today have been marked by crisis a global financial crisis of a magnitude that many more fortunate generations have never had to experience a European economic crisis that has lasted too long and from which we are only gradually emerging and a series of critical situations that has significantly tested the solidity of European Monetary Union'],1.0,
TOP002997,Topic,This function of central banks comes from historical experience which shows that sound money is crucial to economic prosperity and social stability,1112,,,,1.0,['This function of central banks comes from historical experience which shows that sound money is crucial to economic prosperity and social stability'],1.0,
TOP002998,Topic,The youngest amongst you have not suffered first hand from the damage caused by the inflationary episodes of the 1970s,1112,,,,1.0,['The youngest amongst you have not suffered first hand from the damage caused by the inflationary episodes of the 1970s'],1.0,
DAT000827,Date,2015-11-05,1112,,,,,,,2015-11-05
SPE000987,Speech,Understanding Inflation Dynamics and Monetary Policy in a Low Inflation Environment,1113,Understanding Inflation Dynamics and Monetary Policy in a Low Inflation Environment,"Remarks by Vítor Constâncio, Vice-President of the European Central Bank at the EUROPEAN CENTRAL BANK Conference on “Challenges for Macroeconomic Policy in a Low Inflation Environment”, Frankfurt, 5 November 2015","Understanding Inflation Dynamics and Monetary Policy in a Low Inflation Environment Remarks by Vítor Constâncio, Vice-President of the European Central Bank at the EUROPEAN CENTRAL BANK Conference on “Challenges for Macroeconomic Policy in a Low Inflation Environment”, Frankfurt, 5 November 2015 Introduction [1] Ladies and gentlemen, At the beginning of this Conference, I wish to extend a warm wel",,,,
TOP002999,Topic,Not just the EUROPEAN CENTRAL BANK but also the IMF the Survey of Professional Forecasters Consensus Economics Euro Zone Barometer OECD and the European Commission all have systematically over predicted both headline and core inflation at all horizons especially since the second quarter of 2012,1113,,,,1.0,['Not just the EUROPEAN CENTRAL BANK but also the IMF the Survey of Professional Forecasters Consensus Economics Euro Zone Barometer OECD and the European Commission all have systematically over predicted both headline and core inflation at all horizons especially since the second quarter of 2012'],1.0,
TOP003000,Topic,This is particularly surprising because forecasters did take into account the fall in economic activity in most euro area countries after 2011 which generated a significant gap between actual and potential output,1113,,,,1.0,['This is particularly surprising because forecasters did take into account the fall in economic activity in most euro area countries after 2011 which generated a significant gap between actual and potential output'],1.0,
SPE000988,Speech,Looking ahead - Closing Remarks at the EUROPEAN CENTRAL BANK Forum on Banking Supervision,1114,Looking ahead - Closing Remarks at the EUROPEAN CENTRAL BANK Forum on Banking Supervision,"Closing remarks by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism, at the SSM Banking Supervision Forum,4 November 2015","Looking ahead - Closing Remarks at the EUROPEAN CENTRAL BANK Forum on Banking Supervision Closing remarks by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism, at the SSM Banking Supervision Forum,4 November 2015 Let me close this conference by making a few remarks on the political climate i",,,,
TOP003001,Topic,Although many projects such as the work on harmonising options and national discretions are making good progress in reducing divergence the SSM on its own is not sufficient to address the remaining fragmentation in the euro area banking system,1114,,,,1.0,['Although many projects such as the work on harmonising options and national discretions are making good progress in reducing divergence the SSM on its own is not sufficient to address the remaining fragmentation in the euro area banking system'],1.0,
TOP003002,Topic,I join those calling for an end to the development phase and a turn to the implementation phase of regulatory reforms,1114,,,,1.0,['I join those calling for an end to the development phase and a turn to the implementation phase of regulatory reforms'],1.0,
TOP003003,Topic,Diverging national implementations,1114,,,,1.0,['Diverging national implementations'],1.0,
DAT000828,Date,2015-11-04,1114,,,,,,,2015-11-04
SPE000989,Speech,One year of EUROPEAN CENTRAL BANK Banking Supervision,1115,One year of EUROPEAN CENTRAL BANK Banking Supervision,"by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Forum on Banking Supervision, 4 November 2015, Frankfurt","One year of EUROPEAN CENTRAL BANK Banking Supervision Speech by Mario Draghi, President of the EUROPEAN CENTRAL BANK, at the EUROPEAN CENTRAL BANK Forum on Banking Supervision, 4 November 2015, Frankfurt Ladies and gentlemen, Back in 2012, when it was decided to establish a single supervisory mechanism (SSM), many a critic claimed that either it was impossible, or that it would take forever. And y",,,,
TOP003004,Topic,Now the critics tell United States that other necessary improvements to the institutional architecture of the euro area and of the EUROPEAN UNION are either impossible or will not happen during our lifetime,1115,,,,1.0,['Now the critics tell United States that other necessary improvements to the institutional architecture of the euro area and of the EUROPEAN UNION are either impossible or will not happen during our lifetime'],1.0,
TOP003005,Topic,Increasing the horizon of visibility is desirable generally but it is true that an apparently never ending train of reform is not greatly conducive to reducing uncertainty,1115,,,,1.0,['Increasing the horizon of visibility is desirable generally but it is true that an apparently never ending train of reform is not greatly conducive to reducing uncertainty'],1.0,
TOP003006,Topic,There is a simple solution to that specify what we want to change clarify the calendar to do it and then just do it,1115,,,,1.0,['There is a simple solution to that specify what we want to change clarify the calendar to do it and then just do it'],1.0,
SPE000990,Speech,Reception for the Opening of the European Cultural Days,1116,Reception for the Opening of the European Cultural Days,"Welcome address by Mario Draghi, President of the EUROPEAN CENTRAL BANK, Frankfurt, 3 November 2015","Reception for the Opening of the European Cultural Days Welcome address by Mario Draghi, President of the EUROPEAN CENTRAL BANK, Frankfurt, 3 November 2015 Ladies and gentlemen, I am very pleased to welcome you to this reception for the opening of the EUROPEAN CENTRAL BANK’s Cultural Days. As you know, each year we dedicate this series to one of the 28 EUROPEAN UNION members as a way to underscore",,,,
TOP003007,Topic,It is not an arbitrary decision of the central bank it is because the euro area has been in a long and deep crisis where the economy needed low interest rates to recover,1116,,,,1.0,['It is not an arbitrary decision of the central bank it is because the euro area has been in a long and deep crisis where the economy needed low interest rates to recover'],1.0,
TOP003008,Topic,The long term interests of savers in other words depend on governments implementing the structural reforms that will transform our economies in Europe,1116,,,,1.0,['The long term interests of savers in other words depend on governments implementing the structural reforms that will transform our economies in Europe'],1.0,
TOP003009,Topic,Again while I can understand this concern I think it needs to be looked at in context,1116,,,,1.0,['Again while I can understand this concern I think it needs to be looked at in context'],1.0,
DAT000829,Date,2015-11-03,1116,,,,,,,2015-11-03
SPE000991,Speech,One year of SSM,1117,One year of SSM,"by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism, at an international conference on <br>""One year of SSM effective and efficient supervision in a volatile world?"" <br>organised by the Institute of Law and Finance, <br>Frankfurt, Germany, 2 November 2015","One year of SSM Speech by Sabine Lautenschläger, Member of the Executive Board of the EUROPEAN CENTRAL BANK and Vice-Chair of the Supervisory Board of the Single Supervisory Mechanism, at an international conference on ""One year of SSM effective and efficient supervision in a volatile world?"" organised by the Institute of Law and Finance, Frankfurt, Germany, 2 November 2015 Ladies and Gentlemen, L",,,,
TOP003010,Topic,Starting with 19 different supervisory practices and information levels it was pivotal to set a basis of quantitative as well as qualitative information about individual banks and the differences in national banking systems,1117,,,,1.0,['Starting with 19 different supervisory practices and information levels it was pivotal to set a basis of quantitative as well as qualitative information about individual banks and the differences in national banking systems'],1.0,
TOP003011,Topic,The comprehensive assessment was the most publicly visible success but many smaller and less visible steps followed and will still follow on our way to a safer and more sound banking system in the Euro Area,1117,,,,1.0,['The comprehensive assessment was the most publicly visible success but many smaller and less visible steps followed and will still follow on our way to a safer and more sound banking system in the Euro Area'],1.0,
TOP003012,Topic,19 national approaches,1117,,,,1.0,['19 national approaches'],1.0,
DAT000830,Date,2015-11-02,1117,,,,,,,2015-11-02
SPE000992,Speech,The international regulatory agenda on CCP links,1118,The international regulatory agenda on CCP links,"by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the ESRB workshop on CCP interoperability arrangements, 2 November 2015","The international regulatory agenda on CCP links Speech by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at the ESRB workshop on CCP interoperability arrangements, 2 November 2015 Ladies and gentlemen, I would like to thank the European Systemic Risk Board for inviting me to speak on such an important topic. Central counterparty (CCP) interoperability is a relatively ne",,,,
TOP003013,Topic,These initiatives have brought United States closer to our ultimate goal of a fully integrated financial market and have laid down fundamental elements of market infrastructure integration,1118,,,,1.0,['These initiatives have brought United States closer to our ultimate goal of a fully integrated financial market and have laid down fundamental elements of market infrastructure integration'],1.0,
TOP003014,Topic,The regulatory framework established at EUROPEAN UNION and international level ensures that interoperability links are managed in a safe and prudent manner,1118,,,,1.0,['The regulatory framework established at EUROPEAN UNION and international level ensures that interoperability links are managed in a safe and prudent manner'],1.0,
TOP003015,Topic,However CCPs face a number of challenges in applying these risk management standards Building on the foundations established by the CPMI IOSCO Principles f,1118,,,,1.0,['However CCPs face a number of challenges in applying these risk management standards Building on the foundations established by the CPMI IOSCO Principles f'],1.0,
SPE000993,Speech,The role of stress testing in supervision and macroprudential policy,1119,The role of stress testing in supervision and macroprudential policy,"Keynote address by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the London School of Economics Conference on “Stress Testing and Macroprudential Regulation: a Trans-Atlantic Assessment”, London 29 October 2015","The role of stress testing in supervision and macroprudential policy Keynote address by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the London School of Economics Conference on “Stress Testing and Macroprudential Regulation: a Trans-Atlantic Assessment”, London 29 October 2015 Summary The generalised use of system-wide stress testing was boosted by the financial crisis. Howev",,,,
TOP003016,Topic,Furthermore the exercise entailed a data rich disclosure with comprehensive balance sheet data and detailed final results enhancing transparency and facilitating the assessment of banks by observers,1119,,,,1.0,['Furthermore the exercise entailed a data rich disclosure with comprehensive balance sheet data and detailed final results enhancing transparency and facilitating the assessment of banks by observers'],1.0,
TOP003017,Topic,The calibrated shock profiles are then input to dynamic macro econometric models used to project macroeconomic and financial variables which constitute the scenario output,1119,,,,1.0,['The calibrated shock profiles are then input to dynamic macro econometric models used to project macroeconomic and financial variables which constitute the scenario output'],1.0,
TOP003018,Topic,While the impact of liquidity stress is somehow captured by the funding and liquidity shocks the exercise remains primarily a solvency assessment,1119,,,,1.0,['While the impact of liquidity stress is somehow captured by the funding and liquidity shocks the exercise remains primarily a solvency assessment'],1.0,
DAT000831,Date,2015-10-29,1119,,,,,,,2015-10-29
SPE000994,Speech,Macroprudential policy in Europe: ensuring financial stability in a banking union,1120,Macroprudential policy in Europe: ensuring financial stability in a banking union,"Keynote speech by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the Financial Stability Conference, Berlin, 28 October 2015","Macroprudential policy in Europe: ensuring financial stability in a banking union Keynote speech by Vítor Constâncio, Vice-President of the EUROPEAN CENTRAL BANK, at the Financial Stability Conference, Berlin, 28 October 2015 Summary When the business cycle and the financial cycles are disconnected, monetary policy must remain anchored to its goal of ensuring price stability in the markets of good",,,,
TOP003019,Topic,Our main policy rates will stay low for a prolonged period of time in line with our forward guidance and the asset purchase programmes will keep our balance sheet expanding until we see a sustained adjustment in the path of inflation,1120,,,,1.0,['Our main policy rates will stay low for a prolonged period of time in line with our forward guidance and the asset purchase programmes will keep our balance sheet expanding until we see a sustained adjustment in the path of inflation'],1.0,
TOP003020,Topic,1 In order to bring inflation rates closer to the stated objective of price stability over the medium term and in order to support the aggregate recovery our monetary policy is continuing its accommodative stance,1120,,,,1.0,['1 In order to bring inflation rates closer to the stated objective of price stability over the medium term and in order to support the aggregate recovery our monetary policy is continuing its accommodative stance'],1.0,
DAT000832,Date,2015-10-28,1120,,,,,,,2015-10-28
SPE000995,Speech,The monetary policy of the EUROPEAN CENTRAL BANK (slides from the presentation),1121,The monetary policy of the EUROPEAN CENTRAL BANK (slides from the presentation),"Presentation by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at Instituto Tecnológico Autónomo de México (ITAM) in Mexico City, <br>27 October 2015","The monetary policy of the EUROPEAN CENTRAL BANK (slides from the presentation) Presentation by Benoît Cœuré, Member of the Executive Board of the EUROPEAN CENTRAL BANK, at Instituto Tecnológico Autónomo de México (ITAM) in Mexico City, 27 October 2015 (Slides available for download) SEE ALSO Find out more about related content Slides from the presentation",,,,
TOP003021,Topic,Instituto Tecnol gico Aut nomo de M xico,1121,,,,1.0,['Instituto Tecnol gico Aut nomo de M xico'],1.0,
DAT000833,Date,2015-10-27,1121,,,,,,,2015-10-27
SPE000996,Speech,Challenges of retail payments innovation,1122,Challenges of retail payments innovation,"by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK,at Belgian Financial Forum organised by the National Bank of Belgium, Brussels, 26 October 2015","Challenges of retail payments innovation Speech by Yves Mersch, Member of the Executive Board of the EUROPEAN CENTRAL BANK,at Belgian Financial Forum organised by the National Bank of Belgium, Brussels, 26 October 2015 Introduction I am sure that almost all of you in this room today have a smartphone in your pocket. With the smartphone, you feel as if you have the world at your fingertips: you can",,,,
