id,label,name,title,date
date:2020a,DATE,2020a,,
person:laeven_l,PERSON,Laeven L.,,
date:2020b,DATE,2020b,,
org:monetary,ORG,Monetary,,
date:no_2504,DATE,No 2504,,
person:s_van_den,PERSON,S. Van den,,
person:f_pallotti,PERSON,F. Pallotti,,
person:g_paz_pardo,PERSON,G. Paz-Pardo,,
person:j_slacalek,PERSON,J. Slacalek,,
person:o_tristani,PERSON,O. Tristani,,
person:g_l_violante,PERSON,G. L. Violante,,
date:2877,DATE,2877,,
loc:galesi,GPE,Galesi,,
loc:bellifemine,GPE,Bellifemine,,
org:the_regional_keynesian_cross,ORG,The Regional Keynesian Cross,,
org:university_of_oxford_department_of_economics,ORG,"University of Oxford, Department of Economics",,
loc:a2023,GPE,A.(2023,,
person:s2019,PERSON,S.(2019,,
person:d_rees,PERSON,D. Rees,,
person:d_sandri,PERSON,D. Sandri,,
person:m_marcussen,PERSON,M. Marcussen,,
person:l_reichlin,PERSON,L. Reichlin,,
person:s_tenreyro,PERSON,S. Tenreyro,,
org:geneva_report,ORG,Geneva Report,,
date:2021q4,DATE,2021Q4,,
date:march_2015,DATE,March 2015,,
loc:kiley,GPE,Kiley,,
person:roberts,PERSON,Roberts,,
person:yellen,PERSON,Yellen,,
loc:debortoli,GPE,Debortoli,,
loc:al,GPE,al.,,
person:p_karadi,PERSON,P. Karadi,,
person:a_nakov,PERSON,A. Nakov,,
person:g_nuno,PERSON,G. Nuno,,
org:e_pasten,ORG,E. Pasten,,
person:d_thaler,PERSON,D. Thaler,,
topic:analytics,Topic,analytics,,
topic:monetary_policy_tightening_cycle_guest_lecture,Topic,monetary policy tightening cycle Guest lecture,,
doc:165,Document,Monetary policy and financial stability in the euro area,Monetary policy and financial stability in the euro area,2024-04-29
speech:165,Speech,Monetary policy and financial stability in the euro area,Monetary policy and financial stability in the euro area,2024-04-29
date:2024_04_29,Date,2024-04-29,,
date:12_months_ago,DATE,12 months ago,,
date:the_second_half_of_last_year,DATE,the second half of last year,,
date:the_last_five_months,DATE,the last five months,,
date:the_last_quarter_of_2022,DATE,the last quarter of 2022,,
date:the_first_two_months_of_2024,DATE,the first two months of 2024,,
date:the_final_quarter_of_2023,DATE,the final quarter of 2023,,
date:october_last_year,DATE,October last year,,
doc:166,Document,The state contingency of monetary policy transmission,The state contingency of monetary policy transmission,2024-04-25
speech:166,Speech,The state contingency of monetary policy transmission,The state contingency of monetary policy transmission,2024-04-25
date:2024_04_25,Date,2024-04-25,,
org:slides,ORG,Slides,,
topic:state_contingency,Topic,state contingency,,
topic:monetary_policy_transmission_slides,Topic,monetary policy transmission Slides,,
doc:167,Document,"Innovation, integration and independence: taking the Single Euro Payments Area to the next level","Innovation, integration and independence: taking the Single Euro Payments Area to the next level",2024-04-24
speech:167,Speech,"Innovation, integration and independence: taking the Single Euro Payments Area to the next level","Innovation, integration and independence: taking the Single Euro Payments Area to the next level",2024-04-24
date:2024_04_24,Date,2024-04-24,,
date:24_april_2024,DATE,24 April 2024,,
date:between_2018_and_2022,DATE,between 2018 and 2022,,
org:devices14_dependence,ORG,devices.[14] Dependence,,
person:mcguinness,PERSON,McGuinness,,
date:ten_years_from_now,DATE,ten years from now,,
loc:banknotes,GPE,Banknotes,,
org:domestic_euro,ORG,Domestic Euro,,
loc:unknown,GPE,−,,
person:apps,PERSON,apps,,
org:epi_company,ORG,EPI Company,,
loc:epi,GPE,EPI,,
org:the_sepa_payment_account_access,ORG,the SEPA Payment Account Access,,
org:the_payment_services,ORG,The Payment Services,,
loc:satispay,GPE,Satispay,,
org:borsen_zeitung,ORG,Börsen-Zeitung,,
org:le_parisien,ORG,Le Parisien,,
org:cb,ORG,CB,,
org:ecb_payments_statistics,ORG,ECB Payments Statistics,,
person:bizum,PERSON,Bizum,,
org:piero_cipollone_to_commission,ORG,Piero Cipollone to Commission,,
person:margrethe_vestager,PERSON,Margrethe Vestager,,
person:thierry_breton,PERSON,Thierry Breton,,
date:18_october,DATE,18 October,,
org:epi,ORG,EPI,,
org:sibs,ORG,SIBS,,
org:bizum,ORG,BIZUM,,
org:mb_way,ORG,MB WAY,,
person:bancomat_pay,PERSON,BANCOMAT Pay,,
date:14_december,DATE,14 December,,
org:the_council_of_13_march_2024,ORG,the Council of 13 March 2024,,
date:20211230,DATE,2021/1230,,
org:directives_9826ec,ORG,Directives 98/26/EC,,
date:20152366,DATE,2015/2366,,
topic:single_euro_payments_area,Topic,Single Euro Payments Area,,
topic:next_level,Topic,next level,,
doc:168,Document,Unlocking the power of ideas,Unlocking the power of ideas,2024-04-22
speech:168,Speech,Unlocking the power of ideas,Unlocking the power of ideas,2024-04-22
date:2024_04_22,Date,2024-04-22,,
org:yale_university,ORG,Yale University,,
loc:new_haven,GPE,New Haven,,
org:usa_unlocking,ORG,USA Unlocking,,
date:22_april_2024,DATE,22 April 2024,,
org:the_yale_jackson_school_of_global_affairs,ORG,The Yale Jackson School of Global Affairs,,
org:yale,ORG,Yale,,
org:the_sterling_memorial_library,ORG,the Sterling Memorial Library,,
person:gutenberg,PERSON,Gutenberg,,
person:manuscript_library,PERSON,Manuscript Library,,
loc:gutenberg,GPE,Gutenberg,,
date:more_recent_centuries,DATE,more recent centuries,,
date:the_turn_of_the_17th_century,DATE,the turn of the 17th century,,
org:commerce_clause,ORG,Commerce Clause −,,
date:1824,DATE,1824,,
org:the_supreme_courts,ORG,the Supreme Court’s,,
org:gibbons_v_ogden,ORG,Gibbons v. Ogden,,
date:the_1800s,DATE,the 1800s,,
person:cornelius_vanderbilt,PERSON,Cornelius Vanderbilt,,
person:theodore_roosevelt,PERSON,Theodore Roosevelt,,
date:the_present_day,DATE,the present day,,
org:gutenberg,ORG,Gutenberg,,
date:just_last_week,DATE,Just last week,,
org:critical_raw_materials_club,ORG,Critical Raw Materials Club,,
org:investments24_diffusion,ORG,investments.[24] Diffusion,,
date:three_to_four_years,DATE,three to four years,,
loc:the_united_states28,GPE,the United States.[28,,
person:franklin,PERSON,Franklin,,
person:manguel,PERSON,Manguel,,
date:1475,DATE,1475,,
org:ferguson,ORG,Ferguson,,
loc:allen,GPE,Allen,,
date:1840,DATE,1840,,
org:weiss,ORG,Weiss,,
org:us_labor_force_estimates_and_economic_growth,ORG,U.S. Labor Force Estimates and Economic Growth,,
date:1800_1860,DATE,1800-1860,,
person:re_gallman,PERSON,R.E. Gallman,,
person:jj_wallis,PERSON,J.J. Wallis,,
org:american_economic_growth_and_standards_of_living,ORG,American Economic Growth and Standards of Living,,
org:chicago_university_press,ORG,Chicago University Press,,
date:16_march,DATE,16 March,,
person:atomico,PERSON,Atomico,,
org:state_of_european_tech,ORG,State of European Tech,,
org:jrc_technical_reports,ORG,JRC Technical Reports,,
date:14_april,DATE,14 April,,
person:simon,PERSON,Simon,,
org:hidden_champions,ORG,Hidden Champions,,
person:weltmarktfuhrer,PERSON,Weltmarktführer,,
person:campus_verlag,PERSON,Campus Verlag,,
person:ezra_klein,PERSON,Ezra Klein,,
loc:the_democratic_republic_of_congo,GPE,the Democratic Republic of Congo,,
person:calvino,PERSON,Calvino,,
loc:criscuolo,GPE,Criscuolo,,
date:99_spring_2023,DATE,99 - Spring 2023,,
date:1737,DATE,1737,,
topic:power,Topic,power,,
topic:yale_university,Topic,Yale University,,
topic:new_haven,Topic,New Haven,,
doc:169,Document,IMFC Statement,IMFC Statement,2024-04-19
speech:169,Speech,IMFC Statement,IMFC Statement,2024-04-19
date:2024_04_19,Date,2024-04-19,,
date:forty_ninth,DATE,forty-ninth,,
date:19_april_2024,DATE,19 April 2024,,
date:around_mid_2025,DATE,around mid-2025,,
person:unknown,PERSON,−,,
org:the_extended_fund_facility,ORG,the Extended Fund Facility,,
org:general_review_of_quotas,ORG,General Review of Quotas,,
org:review,ORG,Review,,
date:mid_november_2024,DATE,mid-November 2024,,
org:the_funds_independent_evaluation_office,ORG,the Fund’s Independent Evaluation Office,,
org:the_resilience_and_stability_trust,ORG,the Resilience and Stability Trust,,
topic:forty_ninth_meeting,Topic,forty-ninth meeting,,
doc:170,Document,From laggard to leader? Closing the euro area's technology gap,From laggard to leader? Closing the euro area's technology gap,2024-04-18
speech:170,Speech,From laggard to leader? Closing the euro area's technology gap,From laggard to leader? Closing the euro area's technology gap,2024-04-18
date:2024_04_18,Date,2024-04-18,,
org:eu_us_symposium,ORG,EU-US Symposium,,
topic:euro_areas_technology_gap_slides,Topic,euro area's technology gap Slides,,
topic:2024_eu_us_symposium,Topic,2024 EU-US Symposium,,
doc:171,Document,Presentation of the ECB Annual Report 2023 to the Committee on Economic and Monetary Affairs of the European Parliament,Presentation of the ECB Annual Report 2023 to the Committee on Economic and Monetary Affairs of the European Parliament,2024-04-18
speech:171,Speech,Presentation of the ECB Annual Report 2023 to the Committee on Economic and Monetary Affairs of the European Parliament,Presentation of the ECB Annual Report 2023 to the Committee on Economic and Monetary Affairs of the European Parliament,2024-04-18
date:11_april_2024,DATE,11 April 2024,,
date:later_in_the_year,DATE,later in the year,,
date:mid_may,DATE,mid-May,,
date:a_few_months,DATE,a few months,,
org:the_ecb_annual_report_2022,ORG,the ECB Annual Report 2022,,
date:the_previous_years_ecb_annual_report,DATE,the previous year’s ECB Annual Report,,
date:7_march_2024,DATE,7 March 2024,,
doc:172,Document,The future of inflation (forecast) targeting,The future of inflation (forecast) targeting,2024-04-17
speech:172,Speech,The future of inflation (forecast) targeting,The future of inflation (forecast) targeting,2024-04-17
date:2024_04_17,Date,2024-04-17,,
org:the_target3,ORG,the target.[3],,
date:the_next_two_to_three_years,DATE,the next two to three years,,
org:the_reserve_bank_of_new_zealand,ORG,The Reserve Bank of New Zealand,,
org:the_us_federal_reserve_system,ORG,the US Federal Reserve System,,
org:summary_of_economic_projections,ORG,Summary of Economic Projections,,
date:three_decades,DATE,three decades,,
date:the_late_1980s,DATE,the late 1980s,,
date:between_2013_and_2019,DATE,between 2013 and 2019,,
date:the_past_few_months,DATE,the past few months,,
org:side17,ORG,side).[17],,
person:dot,PERSON,Dot,,
date:two_to_three_years_ahead,DATE,two to three years ahead,,
org:iphones,ORG,iPhones,,
org:itargets,ORG,iTargets,,
date:1111_1146,DATE,1111-1146,,
org:the_inflation_targeting_debate_university_of_chicago_press,ORG,"The Inflation-Targeting Debate, University of Chicago Press",,
loc:gd,GPE,G.D.,,
person:campbel_jy,PERSON,Campbel J.Y.,,
org:asset_prices_and,ORG,Asset Prices and,,
loc:eusepi,GPE,Eusepi,,
loc:preston,GPE,Preston,,
person:perez_quiros,PERSON,Perez-Quiros,,
person:mcconnell,PERSON,McConnell,,
date:early_1980s,DATE,Early 1980's,,
org:american_economic_association,ORG,American Economic Association,,
date:1464_1476,DATE,1464-1476,,
org:the_business_cycle_changed,ORG,the Business Cycle Changed,,
person:clark,PERSON,Clark,,
org:economic_review,ORG,Economic Review,,
loc:lambrias,GPE,Lambrias,,
person:chahad,PERSON,Chahad,,
person:ciccarelli_et_al,PERSON,Ciccarelli et al,,
loc:faust,GPE,Faust,,
org:the_bank_of_finland_monetary_policy,ORG,The Bank of Finland Monetary Policy,,
doc:173,Document,Digital euro: the future of money,Digital euro: the future of money,2024-04-17
speech:173,Speech,Digital euro: the future of money,Digital euro: the future of money,2024-04-17
doc:174,Document,Disinflation in the euro area: an update,Disinflation in the euro area: an update,2024-04-15
speech:174,Speech,Disinflation in the euro area: an update,Disinflation in the euro area: an update,2024-04-15
date:2024_04_15,Date,2024-04-15,,
org:the_university_college_dublin_economics_society_disinflation,ORG,the University College Dublin Economics Society Disinflation,,
org:the_university_college_dublin_economics,ORG,the University College Dublin Economics,,
date:15_april_2024,DATE,15 April 2024,,
person:chart_2_adjusted,PERSON,Chart 2 Adjusted,,
date:the_first_quarter_of_2020,DATE,the first quarter of 2020,,
date:the_fourth_quarter_of_2019,DATE,the fourth quarter of 2019,,
date:pre_2020,DATE,pre-2020,,
person:chart_8,PERSON,Chart 8,,
date:4_5_years_ahead,DATE,4-5 years ahead,,
org:chart_5_decomposition,ORG,Chart 5 Decomposition,,
date:five_year_in_five_year,DATE,five-year-in-five-year,,
person:zhu,PERSON,Zhu,,
person:burban,PERSON,Burban,,
org:percentages_sources_lseg,ORG,Percentages Sources: LSEG,,
date:five_day,DATE,Five-day,,
date:the_september_december_and,DATE,"the September, December and",,
org:chart_9_inflation,ORG,Chart 9 Inflation,,
org:chart_10_real,ORG,Chart 10 Real,,
date:the_fourth_quarter_of_last_year,DATE,the fourth quarter of last year,,
org:central_band,ORG,Central Band,,
org:percentage,ORG,Percentage,,
date:5_april_2024,DATE,5 April 2024,,
org:overnight_index_swap,ORG,Overnight Index Swap,,
date:21_april_2021,DATE,21 April 2021,,
date:14_december_2022,DATE,14 December 2022,,
org:chart_21_change,ORG,Chart 21 Change,,
org:chart_24_bank,ORG,Chart 24 Bank,,
loc:easter,LOC,Easter,,
date:3_april_2024,DATE,3 April 2024,,
date:8_april_2024,DATE,8 April 2024,,
date:the_opening_months_of_this_year,DATE,the opening months of this year,,
org:fiscal_monetary_policy,ORG,Fiscal & Monetary Policy,,
date:8_february,DATE,8 February,,
person:m_banbura,PERSON,M. Banbura,,
loc:p_healy,GPE,P. Healy,,
person:j_paredes,PERSON,J. Paredes,,
person:economic_bulletin_issue,PERSON,Economic Bulletin Issue,,
date:5_2023,DATE,"5, 2023",,
doc:175,Document,“Know thyself” – avoiding policy mistakes in light of the prevailing climate science,“Know thyself” – avoiding policy mistakes in light of the prevailing climate science,2024-04-12
speech:175,Speech,“Know thyself” – avoiding policy mistakes in light of the prevailing climate science,“Know thyself” – avoiding policy mistakes in light of the prevailing climate science,2024-04-12
date:2024_04_12,Date,2024-04-12,,
org:the_delphi_economic_forum_ix_delphi,ORG,the Delphi Economic Forum IX Delphi,,
date:12_april_2024,DATE,12 April 2024,,
org:the_temple_of_apollo,ORG,the Temple of Apollo,,
person:the_king_of_lydia,PERSON,the King of Lydia,,
loc:persia,GPE,Persia,,
org:the_european_environment_agency,ORG,the European Environment Agency,,
loc:greenland,GPE,Greenland,,
date:the_last_12_months,DATE,the last 12 months,,
date:this_century,DATE,this century,,
org:the_bank_of_greece,ORG,the Bank of Greece,,
org:climate_change_impacts_study_committee,ORG,Climate Change Impacts Study Committee,,
person:clement,PERSON,Clement,,
org:groundswell,ORG,Groundswell,,
org:internal_climate_migration,ORG,Internal Climate Migration,,
org:the_physical_science_basis,ORG,The Physical Science Basis,,
date:15_december,DATE,15 December,,
topic:policy_mistakes,Topic,policy mistakes,,
topic:prevailing_climate_science_keynote_speech,Topic,prevailing climate science Keynote speech,,
doc:176,Document,Taking into account climate and nature in monetary policy and banking supervision around the world,Taking into account climate and nature in monetary policy and banking supervision around the world,2024-03-27
speech:176,Speech,Taking into account climate and nature in monetary policy and banking supervision around the world,Taking into account climate and nature in monetary policy and banking supervision around the world,2024-03-27
date:2024_03_27,Date,2024-03-27,,
person:brasil_rio_de_janeiro,PERSON,Brasil Rio de Janeiro,,
date:27_march_2024,DATE,27 March 2024,,
person:brasil,PERSON,Brasil,,
loc:rio_de_janeiros,GPE,Rio de Janeiro’s,,
org:the_brazilian_g20_presidencys,ORG,the Brazilian G20 Presidency’s,,
org:the_pororoca,ORG,the “Pororoca”,,
person:paulo_coelho,PERSON,Paulo Coelho,,
topic:account_climate,Topic,account climate,,
doc:177,Document,The confidence to act: monetary policy and the role of wages during the disinflation process,The confidence to act: monetary policy and the role of wages during the disinflation process,2024-03-27
speech:177,Speech,The confidence to act: monetary policy and the role of wages during the disinflation process,The confidence to act: monetary policy and the role of wages during the disinflation process,2024-03-27
org:the_centre_for_european_reform_brussels,ORG,the Centre for European Reform Brussels,,
date:18_months,DATE,18 months,,
org:chart_13,ORG,Chart 1).[3],,
org:chart_2_contribution,ORG,Chart 2 Contribution,,
date:the_base_year,DATE,The base year,,
date:q4_2019,DATE,Q4 2019,,
person:chart_5_wage,PERSON,Chart 5 Wage,,
date:22_day,DATE,22-day,,
date:14_march_2024,DATE,14 March 2024,,
date:22_march_2024,DATE,22 March 2024,,
date:the_last_six_quarters,DATE,the last six quarters,,
person:retail,PERSON,Retail,,
date:april_2019_january_2024,DATE,April 2019-January 2024,,
date:next_12_months,DATE,next 12 months,,
date:the_following_years,DATE,the following years,,
org:purchasing_managers,ORG,Purchasing Managers,,
org:chart_14_decomposition,ORG,Chart 14 Decomposition,,
date:21_february_2024,DATE,21 February 2024,,
date:the_third_quarter_of_2023,DATE,the third quarter of 2023,,
loc:lagarde_c_2024,GPE,"Lagarde, C. (2024",,
org:microdata_analysis_network,ORG,Microdata Analysis Network,,
person:voxeu_column,PERSON,VoxEU Column,,
org:euro_area_bank,ORG,euro area bank,,
date:no_2485,DATE,No 2485,,
date:two_to_three_years,DATE,two to three years,,
doc:178,Document,Inflation and monetary policy,Inflation and monetary policy,2024-03-22
speech:178,Speech,Inflation and monetary policy,Inflation and monetary policy,2024-03-22
date:2024_03_22,Date,2024-03-22,,
org:aix_marseille_school_of_economics,ORG,Aix-Marseille School of Economics,,
org:marseille,ORG,Marseille,,
topic:policy_lecture,Topic,Policy Lecture,,
doc:179,Document,R(ising) star?,R(ising) star?,2024-03-20
speech:179,Speech,R(ising) star?,R(ising) star?,2024-03-20
date:2024_03_20,Date,2024-03-20,,
date:20_march_2024,DATE,20 March 2024,,
date:the_early_1980s,DATE,the early 1980s,,
date:the_14th_century,DATE,the 14th century,,
date:the_1350s,DATE,the 1350s,,
date:several_decades,DATE,several decades,,
person:risen_exponentially,PERSON,risen exponentially,,
date:the_1980s_to_28,DATE,the 1980s to 28,,
date:several_centuries,DATE,several centuries,,
person:holston,PERSON,Holston,,
person:t_laubach,PERSON,T. Laubach,,
date:16_september,DATE,16 September,,
loc:brand,GPE,Brand,,
date:no_31949,DATE,No 31949,,
org:trt,ORG,T.R.T.,,
date:145c,DATE,145(C,,
date:29_46,DATE,29-46,,
date:1311_2021,DATE,1311-2021,,
date:no_30475,DATE,No 30475,,
person:grigoli,PERSON,Grigoli,,
org:future,ORG,Future,,
person:kemfert,PERSON,Kemfert,,
person:schafer,PERSON,Schäfer,,
person:semmler,PERSON,Semmler,,
org:the_international_renewable_energy_agency,ORG,The International Renewable Energy Agency,,
org:world_energy_transitions_outlook,ORG,World Energy Transitions Outlook,,
org:c_pathway,ORG,C Pathway,,
person:wolff,PERSON,Wolff,,
org:policy_contribution,ORG,Policy Contribution,,
date:no_18,DATE,No 18,,
org:eib_investment_report,ORG,EIB Investment Report,,
date:20202021,DATE,2020/2021,,
person:van_der_ghote_a,PERSON,"Van der Ghote, A. (",,
person:wiley_blackwell,PERSON,Wiley Blackwell,,
loc:bouscasse,GPE,Bouscasse,,
org:steinsson_j_2023,ORG,"Steinsson, J. (2023",,
date:2323,DATE,2323,,
org:faculty_of_economics,ORG,Faculty of Economics,,
org:university_of_cambridge,ORG,University of Cambridge,,
person:elfsbacka_schmoller,PERSON,Elfsbacka Schmöller,,
person:spitzer,PERSON,Spitzer,,
date:no_2714,DATE,No 2714,,
person:ma,PERSON,Ma,,
person:mian,PERSON,Mian,,
loc:banerjee,GPE,Banerjee,,
org:leiva_leon,ORG,Leiva-León,,
loc:hanson,GPE,Hanson,,
topic:rising_star,Topic,R(ising) star,,
topic:its_watchers_xxiv_conference,Topic,its Watchers XXIV Conference,,
doc:180,Document,Debate on: Is the inflation surge over and what are the lessons for monetary policy?,Debate on: Is the inflation surge over and what are the lessons for monetary policy?,2024-03-20
speech:180,Speech,Debate on: Is the inflation surge over and what are the lessons for monetary policy?,Debate on: Is the inflation surge over and what are the lessons for monetary policy?,2024-03-20
topic:inflation_surge,Topic,inflation surge,,
topic:lessons,Topic,lessons,,
doc:181,Document,Building confidence in the path ahead,Building confidence in the path ahead,2024-03-20
speech:181,Speech,Building confidence in the path ahead,Building confidence in the path ahead,2024-03-20
person:main_building,PERSON,Main Building,,
person:main_frankfurt,PERSON,Main Frankfurt,,
person:marie_curie,PERSON,Marie Curie,,
date:less_than_september,DATE,less than September,,
date:a_year_later,DATE,a year later,,
date:the_end_of_2026,DATE,the end of 2026,,
date:the_end_of_may,DATE,the end of May,,
org:meunier,ORG,Meunier,,
org:the_ecb_forum_on_central_banking_2023,ORG,the ECB Forum on Central Banking 2023,,
doc:182,Document,The economic outlook and monetary policy,The economic outlook and monetary policy,2024-03-15
speech:182,Speech,The economic outlook and monetary policy,The economic outlook and monetary policy,2024-03-15
date:2024_03_15,Date,2024-03-15,,
org:imperial_college_business_school,ORG,Imperial College Business School,,
doc:183,Document,The Eurosystem’s operational framework,The Eurosystem’s operational framework,2024-03-14
speech:183,Speech,The Eurosystem’s operational framework,The Eurosystem’s operational framework,2024-03-14
date:2024_03_14,Date,2024-03-14,,
date:the_past_15_months,DATE,the past 15 months,,
date:25_years_ago,DATE,25 years ago,,
org:the_bank_of_japan,ORG,the Bank of Japan,,
date:pre_2008,DATE,pre-2008,,
date:august_2007,DATE,August 2007,,
date:more_than_a_week,DATE,more than a week,,
date:18_september_2024,DATE,18 September 2024,,
date:between_1999_and_2006,DATE,Between 1999 and 2006,,
org:eonia,ORG,EONIA,,
date:april_1999,DATE,April 1999,,
org:the_sveriges_riksbank,ORG,the Sveriges Riksbank,,
person:jabecki,PERSON,Jabłecki,,
loc:wa,GPE,W.A.,,
date:no_12,DATE,No 12,,
loc:mitlid,GPE,Mitlid,,
org:sveriges_riksbank_economic_review,ORG,Sveriges Riksbank Economic Review,,
person:tucker,PERSON,Tucker,,
org:bank_of_england_quarterly_bulletin,ORG,Bank of England Quarterly Bulletin,,
org:the_large_value_transfer_system,ORG,the Large Value Transfer System,,
person:monthly_bulletin,PERSON,Monthly Bulletin,,
date:march_2004,DATE,March 2004,,
date:two_weeks,DATE,two weeks,,
loc:andreeva,GPE,Andreeva,,
org:garcia_posada,ORG,García-Posada,,
date:2_march,DATE,2 March,,
loc:anand,GPE,Anand,,
org:bank_funding,ORG,Bank Funding,,
loc:fragility,GPE,Fragility,,
date:2422_2455,DATE,2422-2455,,
date:september_2014,DATE,September 2014,,
date:march_2017,DATE,March 2017,,
date:no_2439,DATE,No 2439,,
org:brokertecmts,ORG,BrokerTec/MTS,,
topic:eurosystems_operational_framework,Topic,Eurosystem’s operational framework,,
topic:money_market_contact_group,Topic,Money Market Contact Group,,
doc:184,Document,Digital euro: the future of money,Digital euro: the future of money,2024-03-13
speech:184,Speech,Digital euro: the future of money,Digital euro: the future of money,2024-03-13
date:2024_03_13,Date,2024-03-13,,
org:convegno_innovative_payments,ORG,Convegno Innovative Payments,,
doc:185,Document,European Parliament plenary debate on the ECB Annual Report,European Parliament plenary debate on the ECB Annual Report,2024-02-26
speech:185,Speech,European Parliament plenary debate on the ECB Annual Report,European Parliament plenary debate on the ECB Annual Report,2024-02-26
date:2024_02_26,Date,2024-02-26,,
date:26_february_2024,DATE,26 February 2024,,
org:the_ecb_annual_report,ORG,the ECB Annual Report,,
person:simone_veil,PERSON,Simone Veil,,
date:45_years_ago,DATE,45 years ago,,
loc:europes_open_strategic_autonomy,LOC,Europe’s Open Strategic Autonomy,,
org:new_financial,ORG,New Financial,,
org:international_relations_committee,ORG,International Relations Committee,,
org:eib_investment_survey,ORG,EIB Investment Survey,,
person:baldwin_vs_cecchini,PERSON,Baldwin vs Cecchini,,
topic:european_parliament_plenary_debate,Topic,European Parliament plenary debate,,
doc:186,Document,Has the fight against inflation been won?,Has the fight against inflation been won?,2024-02-23
speech:186,Speech,Has the fight against inflation been won?,Has the fight against inflation been won?,2024-02-23
date:2024_02_23,Date,2024-02-23,,
org:the_lecture_on_monetary_policy,ORG,the Lecture on Monetary Policy,,
org:financial_stability,ORG,Financial Stability,,
topic:fight,Topic,fight,,
topic:lecture,Topic,Lecture,,
doc:187,Document,From laggard to leader? Closing the euro area’s technology gap,From laggard to leader? Closing the euro area’s technology gap,2024-02-16
speech:187,Speech,From laggard to leader? Closing the euro area’s technology gap,From laggard to leader? Closing the euro area’s technology gap,2024-02-16
date:2024_02_16,Date,2024-02-16,,
org:the_european_university_institute_florence,ORG,the European University Institute Florence,,
date:the_turn_of_the_millennium,DATE,the turn of the millennium,,
org:nicolaus_copernicus,ORG,Nicolaus Copernicus,,
date:the_18th_and_19th_centuries,DATE,the 18th and 19th centuries,,
date:between_1995_and_2007,DATE,Between 1995 and 2007,,
date:between_1995_and_2005,DATE,between 1995 and 2005,,
date:between_12,DATE,between 12,,
org:compstat,ORG,CompStat,,
org:the_new_york_city_police_department,ORG,the New York City Police Department,,
org:run27,ORG,run.[27],,
date:65_or,DATE,65 or,,
date:2070,DATE,2070,,
date:slide_11,DATE,Slide 11,,
org:alphabet,ORG,Alphabet,,
loc:the_united_states30,GPE,the United States.[30],,
loc:1970s_europe,LOC,1970s Europe,,
date:the_early_years,DATE,the early years,,
date:more_than_ten_years_ago,DATE,more than ten years ago,,
org:recovery_and_resilience_plans,ORG,Recovery and Resilience Plans,,
org:national_recovery_and_resilience_plans,ORG,national Recovery and Resilience Plans,,
person:paul_krugman,PERSON,Paul Krugman,,
date:more_than_20_years_ago,DATE,more than 20 years ago,,
person:flash_eurobarometer,PERSON,Flash Eurobarometer,,
loc:rj,GPE,R.J.,,
loc:sayed,GPE,Sayed,,
person:boltho,PERSON,Boltho,,
org:badinger_h_2005,ORG,"Badinger, H. (2005",,
org:review_of_world_economics,ORG,Review of World Economics,,
person:schivardi,PERSON,Schivardi,,
date:2441_2486,DATE,2441-2486,,
loc:the_evolution_of_us,GPE,the Evolution of U.S.,,
org:european_productivity,ORG,European Productivity,,
org:stiroh,ORG,Stiroh,,
loc:kj,GPE,K.J.,,
org:the_us_productivity_revival,ORG,the U.S. Productivity Revival,,
org:the_industry_data_say,ORG,the Industry Data Say,,
date:1559_1576,DATE,1559-1576,,
org:the_new_economy_measure_up_to_the_great_inventions_of_the_past,ORG,the “New Economy” Measure Up to the Great Inventions of the Past,,
loc:gordon,GPE,Gordon,,
date:54_59,DATE,54-59,,
loc:syverson_c_2021,GPE,"Syverson, C. (2021",,
person:comin,PERSON,Comin,,
person:di_lupidio,PERSON,Di Lupidio,,
org:jarmulska,ORG,Jarmulska,,
org:microlevel_panel_data,ORG,Microlevel Panel Data,,
person:barrela,PERSON,Barrela,,
person:biondi_et_al,PERSON,Biondi et al,,
date:no_19,DATE,No 19,,
person:joseph_schumpeter_lecture,PERSON,Joseph Schumpeter Lecture,,
person:bugamelli,PERSON,Bugamelli,,
org:barriers_to_investment,ORG,Barriers to Investment,,
org:applied_economics,ORG,Applied Economics,,
date:36,DATE,36,,
date:2275_2286,DATE,2275-2286,,
loc:trento,GPE,Trento,,
org:garicano,ORG,Garicano,,
org:the_productivity_distribution_evidence,ORG,the Productivity Distribution: Evidence,,
date:10611,DATE,106(11,,
date:3439_79,DATE,3439-79,,
person:sadun,PERSON,Sadun,,
org:organizational_transformation_and_business_performance,ORG,Organizational Transformation and Business Performance,,
loc:bresnahan,GPE,Bresnahan,,
loc:tf,GPE,T.F.,,
org:workplace_organization,ORG,Workplace Organization,,
org:firm_level_evidence,ORG,Firm-Level Evidence,,
loc:heaton,GPE,Heaton,,
org:information_technology,ORG,Information Technology,,
org:journal_of_labor_economics,ORG,Journal of Labor Economics,,
person:akerman,PERSON,Akerman,,
loc:gaarder,GPE,Gaarder,,
date:1781_1824,DATE,1781-1824,,
date:no_1755,DATE,No 1755,,
person:astinova,PERSON,Astinova,,
person:de_loecker,PERSON,De Loecker,,
org:unger,ORG,Unger,,
person:gamberoni,PERSON,Gamberoni,,
person:gita_gopinath,PERSON,Gita Gopinath,,
person:gopinath_et_al,PERSON,Gopinath et al,,
date:1915_1967,DATE,1915-1967,,
org:frontier_firms_technology_diffusion_and_public_policy_micro_evidence,ORG,"Frontier Firms, Technology Diffusion and Public Policy: Micro Evidence",,
